,county,median_family,median_household,n_households,per_capita,population,state
2102,Wabash,"$52,204","$45,286","12,703","$21,201","32,650",Indiana
2103,Terry,"$45,765","$37,679","4,067","$21,201","12,644",Texas
2104,Modoc,"$46,268","$36,212","3,983","$21,200","9,468",California
2105,Vigo,"$52,203","$40,692","39,597","$21,192","108,084",Indiana
2106,Gates,"$53,577","$46,592","4,459","$21,187","11,982",North Carolina
2107,Jefferson,"$51,029","$44,170","5,347","$21,184","14,469",Florida
2108,Pickens,"$54,279","$41,788","43,971","$21,182","119,483",South Carolina
2109,Hill,"$52,184","$40,769","13,395","$21,182","35,051",Texas
2110,Iberville,"$54,191","$45,368","11,192","$21,177","33,360",Louisiana
2111,Lewis,"$44,653","$36,199","6,451","$21,175","16,411",West Virginia
2112,Phelps,"$54,015","$41,964","16,699","$21,173","44,969",Missouri
2113,Gallia,"$48,918","$39,226","11,576","$21,168","30,859",Ohio
2114,Neosho,"$49,915","$42,071","6,508","$21,163","16,477",Kansas
2115,Smith,"$52,301","$42,383","7,263","$21,153","19,134",Tennessee
2116,Cumberland,"$43,611","$37,188","23,764","$21,141","56,589",Tennessee
2117,Dawes,"$62,952","$40,359","3,709","$21,137","9,172",Nebraska
2118,Jefferson Davis,"$51,772","$41,622","11,634","$21,132","31,498",Louisiana
2119,Lucas,"$55,547","$43,288","3,734","$21,126","8,840",Iowa
2120,Tucker,"$49,677","$37,635","3,050","$21,126","7,061",West Virginia
2121,Shelby,"$44,129","$37,081","9,781","$21,126","25,677",Texas
2122,Eastland,"$44,271","$34,914","6,872","$21,125","18,465",Texas
2123,Jasper,"$49,154","$40,399","44,849","$21,124","116,803",Missouri
2124,Ashland,"$47,587","$38,550","6,775","$21,115","16,068",Wisconsin
2125,Wayne,"$48,417","$38,350","28,185","$21,114","68,557",Indiana
2126,Elkhart,"$53,154","$45,693","70,130","$21,109","198,662",Indiana
2127,Delaware County,"$45,708","$36,588","16,589","$21,109","41,394",Oklahoma
2128,Rockingham,"$47,715","$38,567","37,693","$21,102","92,974",North Carolina
2129,Cottle,"$39,241","$34,639",709,"$21,089","1,546",Texas
2130,Onslow,"$49,819","$45,450","60,071","$21,084","179,935",North Carolina
2131,Grenada,"$48,301","$34,129","7,941","$21,084","21,745",Mississippi
2132,Greenwood,"$47,807","$36,540","27,004","$21,053","69,727",South Carolina
2133,Knox,"$53,840","$42,119","14,738","$21,047","38,266",Indiana
2134,Bates,"$50,469","$38,579","6,832","$21,047","16,878",Missouri
2135,Brown,"$52,456","$39,968","4,104","$21,046","9,969",Kansas
2136,Comanche,"$55,431","$39,375",791,"$21,041","1,905",Kansas
2137,Hocking,"$52,837","$42,089","11,478","$21,037","29,268",Ohio
2138,Harrison,"$48,739","$39,002","6,395","$21,029","15,766",Ohio
2139,Morgan,"$44,902","$37,865","6,204","$21,027","15,008",Ohio
2140,Bartow,"$56,223","$47,197","34,567","$21,022","100,382",Georgia
2141,Live Oak,"$49,681","$42,829","3,882","$21,016","11,603",Texas
2142,Linn,"$47,327","$38,250","4,854","$21,015","12,592",Missouri
2143,Jackson,"$48,568","$36,951","15,609","$21,014","40,362",North Carolina
2144,Livingston,"$54,663","$40,116","5,660","$21,011","15,051",Missouri
2145,Rusk,"$47,825","$38,658","6,430","$21,004","14,571",Wisconsin
2146,Lancaster,"$51,067","$42,217","28,956","$21,003","77,946",South Carolina
2147,Butte,"$50,000","$41,131","1,022","$20,995","2,786",Idaho
2148,Montgomery,"$48,314","$40,236","5,091","$20,991","12,128",Missouri
2149,Angelina,"$47,396","$41,354","30,668","$20,982","87,042",Texas
2150,Bibb,"$49,891","$37,550","56,585","$20,982","155,524",Georgia
2151,Allegany,"$52,112","$42,445","18,786","$20,978","48,618",New York
2152,Crawford,"$50,936","$37,378","15,370","$20,974","39,182",Kansas
2153,Wilson,"$47,796","$39,204","31,690","$20,972","81,365",North Carolina
2154,Lowndes,"$48,662","$37,868","23,178","$20,951","59,746",Mississippi
2155,Knox,"$44,073","$34,481","1,724","$20,946","4,099",Missouri
2156,Bon Homme,"$55,508","$40,980","2,501","$20,941","7,048",South Dakota
2157,Pottawatomie,"$51,656","$42,764","25,658","$20,937","70,144",Oklahoma
2158,Perry,"$57,732","$47,596","7,411","$20,934","19,450",Indiana
2159,Halifax,"$45,024","$34,659","14,770","$20,929","35,938",Virginia
2160,Bracken,"$55,526","$39,196","3,252","$20,918","8,472",Kentucky
2161,Rowan,"$50,537","$41,495","52,300","$20,912","138,265",North Carolina
2162,Pinal,"$55,282","$50,027","123,733","$20,910","379,128",Arizona
2163,Lumpkin,"$56,826","$43,775","10,999","$20,908","30,428",Georgia
2164,Obion,"$46,784","$39,467","12,462","$20,900","31,566",Tennessee
2165,Sequatchie,"$49,238","$36,434","5,616","$20,899","14,333",Tennessee
2166,Meade,"$50,574","$46,756","10,342","$20,898","29,028",Kentucky
2167,Edwards,"$49,290","$39,075","2,728","$20,898","6,695",Illinois
2168,Schoolcraft,"$47,557","$35,260","3,590","$20,892","8,407",Michigan
2169,Essex,"$45,000","$35,916","2,774","$20,887","6,276",Vermont
2170,Fayette,"$49,664","$39,115","54,363","$20,884","136,145",Pennsylvania
2171,Union,"$57,330","$44,161","2,943","$20,883","7,420",Indiana
2172,Crook,"$48,486","$38,795","8,880","$20,883","20,894",Oregon
2173,Richmond County,"$68,487","$47,083","2,853","$20,875","9,140",Virginia
2174,Payne,"$56,881","$36,812","30,010","$20,868","77,897",Oklahoma
2175,Walker,"$50,683","$39,963","26,191","$20,865","68,481",Georgia
2176,Harney,"$42,540","$38,113","3,113","$20,865","7,314",Oregon
2177,Pulaski,"$56,933","$49,820","15,747","$20,863","52,795",Missouri
2178,Esmeralda,"$51,500","$30,284",479,"$20,862",979,Nevada
2179,Martin,"$49,643","$42,607","1,555","$20,859","4,956",Texas
2180,Delaware County,"$51,591","$37,474","46,325","$20,854","117,575",Indiana
2181,Taylor,"$48,618","$39,536","6,878","$20,848","16,906",West Virginia
2182,Ashe,"$47,184","$35,951","11,839","$20,838","27,180",North Carolina
2183,Smyth,"$46,776","$37,239","12,650","$20,837","31,979",Virginia
2184,Umatilla,"$57,434","$48,389","26,744","$20,836","76,306",Oregon
2185,Mohave,"$47,136","$39,200","80,230","$20,833","201,680",Arizona
2186,Calhoun,"$50,851","$39,962","45,196","$20,828","117,714",Alabama
2187,Scott,"$48,705","$40,651","15,169","$20,825","39,216",Missouri
2188,Washington County,"$45,117","$37,236","14,209","$20,807","32,621",Maine
2189,Natchitoches,"$47,936","$33,953","14,903","$20,802","39,403",Louisiana
2190,Mifflin,"$48,222","$40,384","18,711","$20,794","46,698",Pennsylvania
2191,Gila,"$48,958","$39,954","20,601","$20,792","53,335",Arizona
2192,Liberty,"$48,756","$43,832","23,046","$20,791","64,899",Georgia
2193,Muskingum,"$50,977","$40,524","33,976","$20,775","85,872",Ohio
2194,Utah County,"$65,542","$60,196","143,005","$20,774","529,262",Utah
2195,Tuscola,"$51,319","$43,039","21,211","$20,767","55,172",Michigan
2196,Cullman,"$47,103","$38,847","31,342","$20,760","80,499",Alabama
2197,Clark,"$53,025","$43,276","13,036","$20,754","34,630",Wisconsin
2198,Edgefield,"$53,879","$43,861","9,108","$20,753","26,698",South Carolina
2199,Graves,"$50,693","$38,394","14,419","$20,746","37,329",Kentucky
